N.B: Wdir (wave heading TOWARDS)= N=0deg E=270 deg S= 180 deg W=90deg  
Data from hindcast set 1/1/1954 00:00 to 12/31/2008 21:00, created by Oceanweather Inc. on 11/06/2009  
Location: M3 Grid Point 10613  Lat 41.5n  Long 9.0w  Depth 159.5327m  
Table lists percentages 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  165 to 195 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
12-13 (s),0.002514,0.048397,0.218100,0.421116,0.463228,0.263355,0.152105,0.080452,0.037712,0.019484,0.006285,0.003771,0.001257,1.717777, 
13-14 (s),0.004400,0.054682,0.177874,0.271526,0.217472,0.169075,0.084223,0.054054,0.033941,0.011314,0.001257,0.000000,0.000629,1.080446, 
14-15 (s),0.025770,0.091137,0.162161,0.108736,0.055939,0.036455,0.011314,0.010685,0.001257,0.000000,0.000629,0.000000,0.000000,0.504082, 
15 +,0.001886,0.038340,0.061596,0.095537,0.109993,0.072910,0.062225,0.025770,0.010685,0.010685,0.006285,0.002514,0.000629,0.499054, 
Sum, 0.230043,3.730963,6.998699,4.526684,2.271513,1.233179,0.578878,0.248270,0.116278,0.052168,0.018856,0.006285,0.003143,20.014959, 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  225 to 255 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
0-1 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
1-2 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
2-3 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
3-4 (s),0.000000,0.003143,0.001257,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005028, 
4-5 (s),0.000000,0.025770,0.057196,0.004400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.087366, 
5-6 (s),0.008171,0.052168,0.100565,0.046511,0.006285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.213701, 
6-7 (s),0.005028,0.242613,0.256441,0.108736,0.042740,0.011942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.667501, 
7-8 (s),0.041483,0.913885,1.042105,0.351978,0.143305,0.069767,0.028912,0.003143,0.000000,0.000000,0.000000,0.000000,0.000000,2.594578, 
8-9 (s),0.079195,1.119415,1.857311,0.881830,0.348835,0.196730,0.099308,0.037712,0.005657,0.000629,0.000000,0.000000,0.000000,4.626621, 
9-10 (s),0.035826,0.926456,1.713377,1.321173,0.736010,0.343178,0.179131,0.079195,0.040226,0.005028,0.002514,0.000629,0.000000,5.382744, 
10-11 (s),0.021999,0.546822,0.991823,0.848518,0.494654,0.233185,0.090509,0.046511,0.037083,0.008799,0.004400,0.000000,0.000000,3.324303, 
11-12 (s),0.025141,0.710869,2.191061,2.722799,2.072897,1.250149,0.778122,0.576992,0.373348,0.187931,0.092394,0.035826,0.020742,11.038271, 
12-13 (s),0.004400,0.116907,0.468885,0.724697,0.747953,0.540537,0.316780,0.211815,0.104336,0.059710,0.028284,0.023884,0.033312,3.381500, 
13-14 (s),0.000629,0.033312,0.083595,0.100565,0.067881,0.069767,0.053425,0.011942,0.013828,0.005028,0.003143,0.001886,0.010057,0.455057, 
14-15 (s),0.027027,0.182274,0.201759,0.206787,0.145819,0.058453,0.030798,0.015085,0.013199,0.009428,0.010685,0.010685,0.013828,0.925827, 
15 +,0.005028,0.059082,0.126963,0.205530,0.201759,0.196102,0.184160,0.145191,0.111250,0.060339,0.033312,0.027027,0.045254,1.400997, 
Sum, 0.253927,4.932716,9.092338,7.524151,5.008139,2.969812,1.761145,1.127586,0.698927,0.336893,0.174732,0.099937,0.123192,34.103494, 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  255 to 285 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
0-1 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
1-2 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
2-3 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
3-4 (s),0.000629,0.005657,0.001886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008171, 
4-5 (s),0.001257,0.025770,0.037712,0.007542,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072910, 
5-6 (s),0.003771,0.113764,0.076681,0.060968,0.011942,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267754, 
6-7 (s),0.006285,0.115650,0.149591,0.141420,0.114393,0.067253,0.011942,0.001886,0.000000,0.000000,0.000000,0.000000,0.000000,0.608419, 
7-8 (s),0.023884,0.294781,0.421745,0.292896,0.189817,0.093023,0.043997,0.011314,0.001257,0.000000,0.000000,0.000000,0.000000,1.372713, 
8-9 (s),0.010057,0.274040,0.612818,0.548708,0.391575,0.319923,0.205530,0.087994,0.040226,0.010057,0.000629,0.000000,0.000000,2.501556, 
9-10 (s),0.024513,0.195473,0.376490,0.312380,0.277811,0.209930,0.132620,0.072281,0.044626,0.018227,0.002514,0.000629,0.000000,1.667494, 
10-11 (s),0.010685,0.255812,0.503454,0.501568,0.369577,0.294153,0.241985,0.199245,0.111250,0.087994,0.025770,0.010685,0.002514,2.614691, 
11-12 (s),0.018856,0.335007,0.672529,0.965424,0.966682,0.876802,0.718412,0.609047,0.411060,0.251413,0.116907,0.071653,0.042112,6.055902, 
12-13 (s),0.001886,0.039597,0.049654,0.108736,0.090509,0.078566,0.065367,0.042112,0.043369,0.022627,0.018227,0.012571,0.027027,0.600248, 
13-14 (s),0.000000,0.012571,0.020742,0.036455,0.022627,0.040855,0.033941,0.038340,0.035198,0.040226,0.036455,0.032055,0.045883,0.395346, 
14-15 (s),0.028284,0.150848,0.160276,0.232557,0.283468,0.195473,0.164675,0.148962,0.145191,0.113764,0.089880,0.057825,0.125078,1.896280, 
15 +,0.006285,0.033312,0.038969,0.071653,0.072281,0.054054,0.065367,0.057825,0.042112,0.043997,0.022627,0.016342,0.027655,0.552479, 
