N.B: Wdir (wave heading TOWARDS)= N=0deg E=270 deg S= 180 deg W=90deg  
Data from hindcast set 1/1/1954 00:00 to 12/31/2008 21:00, created by Oceanweather Inc. on 11/06/2009  
Location: M3 Grid Point 10613  Lat 41.5n  Long 9.0w  Depth 159.5327m  
Table lists percentages 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  30 to 60 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
12-13 (s),0.000000,0.001257,0.006914,0.001886,0.001257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011314, 
13-14 (s),0.000000,0.003771,0.000629,0.001257,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006285, 
14-15 (s),0.001257,0.005028,0.015713,0.003143,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025770, 
15 +,0.000629,0.000000,0.001257,0.002514,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005028, 
Sum, 0.008171,0.135763,0.257069,0.098679,0.011314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.510996, 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  90 to 120 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
0-1 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
1-2 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
2-3 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
3-4 (s),0.009428,0.121307,0.003771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.134506, 
4-5 (s),0.000000,0.106222,0.231928,0.005028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.343178, 
5-6 (s),0.000000,0.000000,0.121935,0.175989,0.011942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.309866, 
6-7 (s),0.000000,0.000000,0.000000,0.006285,0.025770,0.004400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036455, 
7-8 (s),0.000000,0.005028,0.000000,0.000000,0.003771,0.000629,0.003771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013199, 
8-9 (s),0.000629,0.006285,0.001257,0.001886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010057, 
9-10 (s),0.000629,0.011314,0.005028,0.007542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024513, 
10-11 (s),0.000000,0.023256,0.048397,0.005657,0.001257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.078566, 
11-12 (s),0.000629,0.043369,0.035826,0.014456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.094280, 
12-13 (s),0.000000,0.005028,0.011942,0.002514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019484, 
13-14 (s),0.000000,0.003771,0.011314,0.003143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018227, 
14-15 (s),0.004400,0.007542,0.016342,0.001886,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030798, 
15 +,0.000000,0.003143,0.001257,0.001886,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006914, 
Sum, 0.015713,0.336264,0.488998,0.226271,0.043997,0.005028,0.003771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.120043, 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  120 to 150 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
0-1 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
1-2 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
2-3 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
3-4 (s),0.009428,0.155876,0.005657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.170961, 
4-5 (s),0.000000,0.260841,0.706469,0.014456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.981766, 
5-6 (s),0.000000,0.002514,0.412945,0.720297,0.037712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.173468, 
6-7 (s),0.000000,0.005028,0.000629,0.087994,0.180389,0.025770,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300438, 
7-8 (s),0.008171,0.031427,0.003771,0.000000,0.000000,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043997, 
8-9 (s),0.003143,0.021999,0.010057,0.003143,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038969, 
9-10 (s),0.005657,0.047140,0.032055,0.005657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090509, 
10-11 (s),0.000629,0.046511,0.103079,0.038340,0.000629,0.000000,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.189817, 
11-12 (s),0.001257,0.058453,0.086109,0.049654,0.009428,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.205530, 
12-13 (s),0.000000,0.008799,0.021370,0.020742,0.004400,0.001886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057196, 
13-14 (s),0.000629,0.005657,0.016342,0.015085,0.005028,0.001257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043997, 
14-15 (s),0.006914,0.016970,0.014456,0.020113,0.010685,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069767, 
15 +,0.000629,0.011942,0.006285,0.003771,0.000629,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023884, 
Sum, 0.036455,0.673157,1.419224,0.979252,0.249527,0.031427,0.001257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.390299, 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  150 to 180 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
0-1 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
1-2 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
2-3 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
3-4 (s),0.004400,0.190445,0.009428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204273, 
4-5 (s),0.000000,0.419231,1.500305,0.038969,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.959133, 
5-6 (s),0.001257,0.021370,0.663101,1.096788,0.061596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.844112, 
6-7 (s),0.000000,0.016342,0.009428,0.163418,0.265240,0.037712,0.005028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.497168, 
7-8 (s),0.018856,0.233814,0.201759,0.017599,0.062853,0.054054,0.021999,0.002514,0.000629,0.000000,0.000000,0.000000,0.000000,0.614075, 
8-9 (s),0.005657,0.077938,0.098679,0.015085,0.000629,0.000000,0.001257,0.003771,0.000000,0.000000,0.000000,0.000000,0.000000,0.203016, 
9-10 (s),0.008171,0.158390,0.250784,0.085480,0.006285,0.001886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.510996, 
10-11 (s),0.003771,0.108107,0.311123,0.235071,0.067881,0.010685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.736639, 
11-12 (s),0.008171,0.094280,0.182903,0.197987,0.067881,0.005028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.556250, 
12-13 (s),0.001257,0.013199,0.056568,0.071024,0.027655,0.010685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.180389, 
13-14 (s),0.000629,0.007542,0.030170,0.043369,0.026398,0.012571,0.004400,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.125706, 
14-15 (s),0.007542,0.038340,0.047140,0.030170,0.019484,0.006914,0.001886,0.001257,0.000000,0.000000,0.000000,0.000000,0.000000,0.152733, 
15 +,0.006285,0.016970,0.022627,0.013199,0.005028,0.002514,0.000629,0.001257,0.000000,0.000000,0.000000,0.000000,0.000000,0.068510, 
Sum, 0.065996,1.395969,3.384014,2.008158,0.611561,0.142048,0.035198,0.009428,0.000629,0.000000,0.000000,0.000000,0.000000,7.653000, 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  180 to 210 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
0-1 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
1-2 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
2-3 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
3-4 (s),0.003143,0.097422,0.013199,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.114393, 
4-5 (s),0.000000,0.147076,0.369577,0.012571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529224, 
5-6 (s),0.005028,0.096165,0.193588,0.248270,0.016342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.559393, 
6-7 (s),0.002514,0.138905,0.098679,0.084223,0.059710,0.002514,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.387175, 
7-8 (s),0.064739,0.785664,1.118786,0.262726,0.134506,0.110622,0.054682,0.007542,0.000000,0.000000,0.000000,0.000000,0.000000,2.539268, 
8-9 (s),0.016970,0.345064,0.708355,0.152733,0.023256,0.001257,0.000000,0.002514,0.000629,0.000000,0.000000,0.000000,0.000000,1.250778, 
9-10 (s),0.013828,0.368948,0.856689,0.548080,0.113764,0.032055,0.010685,0.002514,0.000629,0.000000,0.000000,0.000000,0.000000,1.947191, 
10-11 (s),0.018227,0.270269,0.790693,0.665615,0.302324,0.123821,0.028912,0.005657,0.001257,0.000000,0.000000,0.000000,0.000000,2.206774, 
11-12 (s),0.015713,0.185417,0.421116,0.396603,0.208044,0.061596,0.016970,0.006285,0.000629,0.000000,0.000000,0.000000,0.000000,1.312374, 
12-13 (s),0.000000,0.027027,0.099937,0.145191,0.182274,0.079824,0.033941,0.013199,0.006914,0.001257,0.001257,0.000000,0.000000,0.590820, 
13-14 (s),0.001886,0.025141,0.111879,0.137648,0.094280,0.057196,0.028912,0.015713,0.011314,0.001886,0.000000,0.000000,0.000000,0.485855, 
14-15 (s),0.016970,0.065367,0.128849,0.054054,0.023884,0.014456,0.003143,0.005657,0.000000,0.000000,0.000000,0.000000,0.000000,0.312380, 
15 +,0.002514,0.021370,0.033941,0.045254,0.032055,0.015085,0.008799,0.005028,0.000000,0.000629,0.000000,0.000000,0.000000,0.164675, 
Sum, 0.161533,2.573837,4.945286,2.753597,1.190439,0.498426,0.186674,0.064110,0.021370,0.003771,0.001257,0.000000,0.000000,12.400299, 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  210 to 240 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
0-1 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
1-2 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
2-3 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
3-4 (s),0.000000,0.002514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002514, 
4-5 (s),0.000629,0.025141,0.029541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055311, 
5-6 (s),0.001886,0.079824,0.102451,0.044626,0.003143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.231928, 
6-7 (s),0.004400,0.239471,0.201759,0.084852,0.035826,0.006914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.573221, 
7-8 (s),0.058453,1.200495,1.255806,0.401632,0.135134,0.064739,0.018227,0.001886,0.000000,0.000000,0.000000,0.000000,0.000000,3.136372, 
8-9 (s),0.075424,1.123814,1.895023,0.666872,0.238213,0.103079,0.052797,0.017599,0.002514,0.000000,0.000000,0.000000,0.000000,4.175335, 
9-10 (s),0.042112,0.984280,2.147692,1.468878,0.608419,0.286610,0.126963,0.046511,0.020742,0.001886,0.000000,0.000000,0.000000,5.734093, 
10-11 (s),0.031427,0.587677,1.293518,1.223122,0.622246,0.294153,0.094908,0.038340,0.021370,0.003143,0.001257,0.000000,0.000000,4.211161, 
11-12 (s),0.025770,0.544937,1.605270,1.794458,1.192324,0.621618,0.349464,0.194845,0.109993,0.066624,0.022627,0.006285,0.003143,6.537357, 
12-13 (s),0.004400,0.108107,0.481455,0.888115,0.935255,0.595848,0.341293,0.193588,0.094280,0.062853,0.022627,0.018856,0.013828,3.760504, 
13-14 (s),0.003771,0.060339,0.175360,0.242613,0.215586,0.189188,0.108107,0.051540,0.033941,0.011314,0.002514,0.000629,0.003143,1.098045, 
14-15 (s),0.031427,0.132620,0.178503,0.136391,0.069138,0.037712,0.015713,0.010057,0.001257,0.000629,0.002514,0.000629,0.000629,0.617218, 
15 +,0.004400,0.053425,0.116907,0.180389,0.213701,0.174732,0.172846,0.090509,0.062225,0.037712,0.015713,0.014456,0.016342,1.153355, 
Sum, 0.284096,5.142645,9.483284,7.131948,4.268986,2.374592,1.280319,0.644873,0.346321,0.184160,0.067253,0.040855,0.037083,31.286416, 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  240 to 270 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
0-1 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
1-2 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
2-3 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
3-4 (s),0.000000,0.004400,0.001257,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006285, 
4-5 (s),0.000000,0.029541,0.060968,0.008171,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.099308, 
5-6 (s),0.008171,0.077938,0.087994,0.052797,0.010057,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.237585, 
6-7 (s),0.004400,0.185417,0.243870,0.135134,0.067253,0.023884,0.004400,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.664986, 
7-8 (s),0.033941,0.500940,0.739153,0.332493,0.198616,0.093651,0.042740,0.005657,0.000629,0.000000,0.000000,0.000000,0.000000,1.947819, 
8-9 (s),0.028912,0.611561,1.163412,0.788179,0.377119,0.254555,0.142677,0.054682,0.015713,0.001886,0.000000,0.000000,0.000000,3.438696, 
9-10 (s),0.028912,0.480198,0.829033,0.664986,0.503454,0.265869,0.157133,0.084852,0.045254,0.008171,0.003143,0.000629,0.000000,3.071634, 
10-11 (s),0.018856,0.445629,0.731611,0.576992,0.380262,0.214329,0.120678,0.079824,0.054682,0.023256,0.012571,0.002514,0.000629,2.661831, 
11-12 (s),0.021370,0.578878,1.554359,2.106838,1.835941,1.338772,0.976110,0.827148,0.570078,0.279068,0.141420,0.064739,0.043369,10.338087, 
12-13 (s),0.004400,0.066624,0.175989,0.230043,0.201759,0.195473,0.138905,0.113764,0.057196,0.024513,0.021370,0.013199,0.038969,1.282204, 
13-14 (s),0.000000,0.016970,0.026398,0.051540,0.023256,0.016342,0.018227,0.013199,0.015085,0.014456,0.010057,0.006914,0.023884,0.236328, 
14-15 (s),0.026398,0.196730,0.231300,0.323694,0.311752,0.169704,0.120678,0.074167,0.077938,0.061596,0.051540,0.034569,0.076052,1.756117, 
15 +,0.005028,0.046511,0.081709,0.138277,0.124449,0.119421,0.116278,0.118164,0.093023,0.066624,0.039597,0.025141,0.042740,1.016964, 
Sum, 0.180389,3.241337,5.927053,5.409771,4.034544,2.692629,1.837826,1.372084,0.929598,0.479570,0.279697,0.147705,0.225643,26.757846, 

OrcaFlex (TOWARDS, +CCW) Wave Heading:  270 to 300 deg
foo,0.0-0.5 (m),0.5-1.0 (m),1.0-1.5 (m),1.5-2.0 (m),2.0-2.5 (m),2.5-3.0 (m),3.0-3.5 (m),3.5-4.0 (m),4.0-4.5 (m),4.5-5.0 (m),5.0-5.5 (m),5.5-6.0 (m),6 +,Sum,
0-1 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
1-2 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
2-3 (s),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 
3-4 (s),0.001257,0.004400,0.003771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009428, 
4-5 (s),0.001257,0.028284,0.033941,0.005028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068510, 
5-6 (s),0.003143,0.097422,0.103079,0.097422,0.021370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.322437, 
6-7 (s),0.002514,0.104965,0.091766,0.165932,0.181646,0.101822,0.016342,0.001257,0.000000,0.000000,0.000000,0.000000,0.000000,0.666243, 
7-8 (s),0.003771,0.153990,0.245756,0.241356,0.120050,0.080452,0.043369,0.011942,0.001886,0.000000,0.000000,0.000000,0.000000,0.902571, 
8-9 (s),0.015085,0.145191,0.382776,0.383404,0.378376,0.364548,0.275297,0.145191,0.060968,0.018227,0.001886,0.000000,0.000000,2.170948, 
9-10 (s),0.010057,0.091766,0.190445,0.204273,0.158390,0.145191,0.105593,0.067253,0.049654,0.035826,0.008171,0.001257,0.000000,1.067875, 
10-11 (s),0.004400,0.103079,0.210558,0.302952,0.275925,0.274668,0.271526,0.257698,0.170961,0.111879,0.056568,0.023256,0.006285,2.069754, 
11-12 (s),0.013199,0.187931,0.277182,0.390947,0.360777,0.377747,0.305466,0.239471,0.148962,0.118792,0.059082,0.047768,0.021370,2.548695, 
12-13 (s),0.001886,0.027027,0.054054,0.062225,0.063482,0.047768,0.047768,0.021999,0.041483,0.025770,0.021370,0.014456,0.019484,0.448772, 
13-14 (s),0.000000,0.008171,0.014456,0.025770,0.030170,0.042112,0.042740,0.055311,0.044626,0.046511,0.043997,0.042112,0.064739,0.460714, 
